"","Sex","Age","Height","Weight","NOC","Medal","Sport","cluster"
"220764","M",23,180,75,"USA","Silver","Athletics",1
"220765","M",21,190,91,"CAN","Gold","Ice Hockey",2
"220768","F",20,166,65,"GBR","Bronze","Athletics",3
"220776","F",23,170,80,"USA","Silver","Basketball",1
"220795","F",19,163,59,"JAM","Gold","Athletics",3
"220796","F",23,163,59,"JAM","Silver","Athletics",3
"220800","F",27,163,59,"JAM","Silver","Athletics",3
"220804","M",49,173,77,"USA","Gold","Equestrianism",1
"220811","M",24,180,100,"TUR","Silver","Wrestling",2
"220834","F",25,168,56,"KOR","Silver","Fencing",3
"220864","M",21,183,78,"KOR","Gold","Boxing",1
"220865","M",20,173,67,"KOR","Silver","Taekwondo",3
"220900","M",23,178,75,"KOR","Silver","Handball",1
"220902","M",18,170,77,"NGR","Bronze","Football",1
"220911","F",29,176,75,"CAN","Bronze","Football",1
"220912","F",33,176,75,"CAN","Bronze","Football",1
"220924","M",24,184,83,"TCH","Silver","Ice Hockey",1
"220929","M",27,179,81,"CAN","Silver","Ice Hockey",1
"220930","F",21,179,65,"IND","Silver","Badminton",1
"220950","F",24,181,72,"GDR","Gold","Canoeing",1
"220966","M",21,178,70,"IND","Bronze","Hockey",1
"220967","M",25,178,70,"IND","Bronze","Hockey",1
"220982","M",26,168,65,"IND","Bronze","Hockey",3
"220983","M",23,178,73,"IND","Bronze","Hockey",1
"220984","M",23,173,70,"IND","Bronze","Hockey",1
"221002","M",29,175,58,"IND","Silver","Hockey",3
"221003","M",33,175,58,"IND","Gold","Hockey",3
"221008","M",26,170,72,"IND","Gold","Hockey",1
"221015","M",27,175,73,"IND","Gold","Hockey",1
"221017","M",26,170,65,"IND","Gold","Hockey",3
"221027","M",20,171,65,"IND","Silver","Hockey",3
"221028","M",24,171,65,"IND","Gold","Hockey",3
"221029","M",24,173,68,"IND","Bronze","Hockey",1
"221033","M",29,178,65,"IND","Gold","Hockey",1
"221034","M",33,178,65,"IND","Bronze","Hockey",1
"221038","M",20,170,62,"IND","Gold","Hockey",3
"221048","M",21,174,60,"IND","Gold","Hockey",3
"221049","M",25,174,60,"IND","Bronze","Hockey",3
"221050","M",29,174,60,"IND","Bronze","Hockey",3
"221051","M",22,175,68,"IND","Bronze","Hockey",1
"221057","M",21,174,70,"IND","Bronze","Hockey",1
"221058","M",25,174,70,"IND","Bronze","Hockey",1
"221066","M",20,170,58,"IND","Gold","Hockey",3
"221067","M",24,170,58,"IND","Bronze","Hockey",3
"221076","M",29,185,77,"IND","Silver","Hockey",1
"221091","M",23,172,70,"IND","Bronze","Hockey",1
"221124","M",27,173,70,"IND","Bronze","Hockey",1
"221148","M",28,175,71,"IND","Silver","Hockey",1
"221149","M",32,175,71,"IND","Gold","Hockey",1
"221150","M",36,175,71,"IND","Bronze","Hockey",1
"221152","M",22,175,67,"IND","Gold","Hockey",1
"221163","M",19,168,63,"IND","Gold","Hockey",3
"221201","M",21,173,66,"IND","Bronze","Hockey",3
"221211","M",23,168,58,"IND","Gold","Hockey",3
"221212","M",28,168,58,"IND","Gold","Hockey",3
"221213","M",32,168,58,"IND","Silver","Hockey",3
"221214","M",36,168,58,"IND","Gold","Hockey",3
"221215","M",25,160,58,"IND","Bronze","Hockey",3
"221218","M",22,182,75,"IND","Bronze","Boxing",1
"221239","M",29,183,67,"IND","Gold","Hockey",1
"221240","M",33,183,67,"IND","Silver","Hockey",1
"221362","M",23,178,83,"IND","Gold","Hockey",1
"221414","F",29,173,65,"NOR","Silver","Handball",3
"221425","F",31,160,58,"AZE","Bronze","Wrestling",3
"221462","M",22,188,95,"CRO","Silver","Rowing",2
"221463","M",26,188,95,"CRO","Gold","Rowing",2
"221464","M",23,187,93,"CRO","Silver","Rowing",2
"221465","M",28,187,93,"CRO","Gold","Rowing",2
"221471","F",27,179,75,"NED","Bronze","Hockey",1
"221472","F",31,179,75,"NED","Silver","Hockey",1
"221521","M",26,181,82,"ITA","Bronze","Bobsleigh",1
"221522","M",29,178,84,"ITA","Bronze","Bobsleigh",1
"221523","M",29,178,84,"ITA","Bronze","Bobsleigh",1
"221553","M",25,177,72,"FIN","Silver","Wrestling",1
"221554","M",29,177,72,"FIN","Bronze","Wrestling",1
"221558","M",26,175,68,"FIN","Gold","Athletics",1
"221562","M",24,183,84,"FIN","Silver","Athletics",1
"221566","M",23,190,90,"BRA","Bronze","Taekwondo",2
"221580","M",28,175,75,"GRE","Gold","Diving",1
"221596","M",26,179,79,"ROU","Gold","Shooting",1
"221604","F",21,176,70,"GDR","Bronze","Swimming",1
"221605","F",21,176,70,"GDR","Bronze","Swimming",1
"221606","F",21,176,70,"GDR","Gold","Swimming",1
"221608","M",21,188,90,"FRA","Silver","Cycling",2
"221609","M",25,188,90,"FRA","Silver","Cycling",2
"221621","F",22,152,58,"THA","Silver","Weightlifting",3
"221622","F",26,152,58,"THA","Silver","Weightlifting",3
"221633","M",28,182,81,"ROU","Silver","Fencing",1
"221674","F",27,172,60,"FIN","Bronze","Ice Hockey",3
"221685","M",23,177,76,"URS","Silver","Fencing",1
"221686","M",23,177,76,"URS","Gold","Fencing",1
"221687","M",27,177,76,"URS","Gold","Fencing",1
"221688","M",31,177,76,"URS","Silver","Fencing",1
"221690","M",22,198,95,"LTU","Bronze","Basketball",2
"221700","M",25,163,60,"CAN","Silver","Wrestling",3
"221726","F",22,174,67,"HUN","Bronze","Handball",1
"221727","F",26,174,67,"HUN","Silver","Handball",1
"221748","M",18,189,76,"FRG","Bronze","Swimming",1
"221761","M",19,177,70,"USA","Gold","Diving",1
"221766","F",27,175,61,"UKR","Bronze","Handball",3
"221781","M",27,190,83,"NOR","Bronze","Cross Country Skiing",2
"221783","M",27,190,83,"NOR","Silver","Cross Country Skiing",2
"221787","M",31,190,83,"NOR","Gold","Cross Country Skiing",2
"221788","M",31,195,101,"SWE","Silver","Handball",2
"221789","M",35,195,101,"SWE","Silver","Handball",2
"221793","M",20,155,51,"URS","Silver","Boxing",3
"221795","F",22,176,64,"RUS","Gold","Fencing",3
"221813","F",24,161,58,"GBR","Bronze","Hockey",3
"221847","F",22,178,66,"SWE","Bronze","Swimming",1
"221868","M",19,200,84,"SWE","Silver","Athletics",2
"221869","M",23,200,84,"SWE","Bronze","Athletics",2
"221870","M",27,200,84,"SWE","Silver","Athletics",2
"221871","M",55,167,65,"FIN","Bronze","Sailing",3
"221874","M",24,196,90,"SWE","Silver","Handball",2
"221883","M",27,180,67,"SWE","Gold","Canoeing",1
"221885","M",31,180,67,"SWE","Gold","Canoeing",1
"221909","F",20,173,69,"SWE","Bronze","Ice Hockey",1
"221910","F",24,173,69,"SWE","Silver","Ice Hockey",1
"221934","M",25,195,95,"SWE","Silver","Handball",2
"221936","M",26,180,68,"SWE","Gold","Athletics",1
"221950","F",22,182,76,"SWE","Bronze","Swimming",1
"221951","F",22,182,76,"SWE","Silver","Swimming",1
"221954","F",22,182,76,"SWE","Gold","Swimming",1
"221985","F",25,165,60,"URS","Bronze","Athletics",3
"221992","M",25,170,60,"MAR","Gold","Athletics",3
"221998","F",23,160,60,"UKR","Gold","Weightlifting",3
"222004","M",26,190,104,"RUS","Silver","Sailing",2
"222015","M",38,183,83,"SWE","Gold","Shooting",1
"222020","M",50,183,83,"SWE","Silver","Shooting",1
"222022","M",54,183,83,"SWE","Silver","Shooting",1
"222024","M",58,183,83,"SWE","Bronze","Shooting",1
"222029","M",24,206,104,"YUG","Silver","Basketball",2
"222030","M",33,189,80,"SVK","Gold","Canoeing",1
"222031","M",34,182,78,"SVK","Gold","Canoeing",1
"222035","M",22,187,92,"TCH","Silver","Handball",2
"222043","M",24,178,63,"NOR","Gold","Nordic Combined",3
"222059","F",28,160,49,"BLR","Bronze","Biathlon",3
"222062","F",25,173,63,"NOR","Bronze","Cross Country Skiing",3
"222065","F",25,173,63,"NOR","Silver","Cross Country Skiing",3
"222066","F",29,173,63,"NOR","Gold","Cross Country Skiing",3
"222067","F",29,173,63,"NOR","Bronze","Cross Country Skiing",3
"222069","F",29,173,63,"NOR","Silver","Cross Country Skiing",3
"222094","M",28,188,81,"YUG","Bronze","Boxing",1
"222100","M",28,175,80,"TCH","Silver","Handball",1
"222137","M",22,200,103,"CRO","Bronze","Rowing",2
"222138","M",26,200,103,"CRO","Silver","Rowing",2
"222141","M",26,196,92,"CRO","Bronze","Rowing",2
"222142","M",30,196,92,"CRO","Silver","Rowing",2
"222156","M",54,175,76,"GBR","Gold","Equestrianism",1
"222157","M",58,175,76,"GBR","Gold","Equestrianism",1
"222168","F",22,182,63,"BUL","Bronze","Basketball",1
"222175","M",24,174,79,"URS","Bronze","Wrestling",1
"222176","M",27,174,79,"URS","Silver","Wrestling",1
"222181","M",22,183,73,"GRE","Bronze","Rowing",1
"222194","F",33,155,59,"USA","Bronze","Archery",3
"222200","M",23,187,93,"GBR","Silver","Cycling",2
"222202","M",23,187,93,"GBR","Gold","Cycling",2
"222203","F",26,172,80,"AUS","Gold","Shooting",1
"222205","M",23,180,76,"TTO","Bronze","Athletics",1
"222233","M",28,170,70,"SWE","Bronze","Wrestling",1
"222235","M",38,188,110,"SWE","Silver","Athletics",2
"222242","F",19,181,68,"AUS","Gold","Hockey",1
"222249","F",26,171,58,"NOR","Bronze","Biathlon",3
"222253","F",30,171,58,"NOR","Silver","Biathlon",3
"222256","F",23,167,58,"NOR","Bronze","Biathlon",3
"222259","F",27,167,58,"NOR","Silver","Biathlon",3
"222260","F",27,167,58,"NOR","Silver","Biathlon",3
"222268","M",24,175,70,"NOR","Gold","Cross Country Skiing",1
"222270","M",34,175,70,"NOR","Bronze","Cross Country Skiing",1
"222272","M",34,175,70,"NOR","Gold","Cross Country Skiing",1
"222296","F",17,163,54,"TCH","Silver","Gymnastics",3
"222303","M",22,183,77,"URS","Gold","Football",1
"222305","M",29,178,83,"TCH","Bronze","Weightlifting",1
"222306","M",33,178,83,"TCH","Gold","Weightlifting",1
"222308","M",26,186,128,"TCH","Bronze","Athletics",2
"222311","F",20,163,59,"URS","Gold","Speed Skating",3
"222312","F",20,163,59,"URS","Gold","Speed Skating",3
"222313","F",24,163,59,"URS","Gold","Speed Skating",3
"222314","F",24,163,59,"URS","Gold","Speed Skating",3
"222315","F",24,163,59,"URS","Gold","Speed Skating",3
"222316","F",24,163,59,"URS","Gold","Speed Skating",3
"222321","M",22,176,70,"URS","Gold","Cross Country Skiing",1
"222328","M",27,187,85,"RUS","Bronze","Speed Skating",2
"222329","M",27,187,85,"RUS","Silver","Speed Skating",2
"222345","M",23,180,78,"TCH","Bronze","Cycling",1
"222362","F",29,165,62,"NOR","Gold","Cross Country Skiing",3
"222377","M",22,190,90,"URS","Silver","Water Polo",2
"222396","F",31,175,71,"RUS","Bronze","Speed Skating",1
"222404","F",17,180,112,"POL","Gold","Athletics",2
"222408","M",24,150,59,"POL","Silver","Rowing",3
"222409","M",24,150,59,"POL","Bronze","Rowing",3
"222417","M",28,194,89,"CRO","Silver","Water Polo",2
"222435","M",32,192,84,"POL","Gold","Volleyball",2
"222457","F",20,176,70,"NOR","Silver","Handball",1
"222458","F",23,176,70,"NOR","Silver","Handball",1
"222487","F",23,181,73,"DEN","Gold","Handball",1
"222540","M",28,176,67,"FRG","Bronze","Boxing",1
"222542","F",21,173,59,"USA","Gold","Swimming",3
"222561","M",25,195,89,"YUG","Gold","Basketball",2
"222567","M",30,178,74,"POL","Silver","Fencing",1
"222568","M",34,178,74,"POL","Bronze","Fencing",1
"222577","M",22,182,82,"POL","Silver","Boxing",1
"222579","M",29,180,100,"POL","Bronze","Wrestling",2
"222582","M",24,185,78,"POL","Gold","Modern Pentathlon",1
"222583","M",24,185,78,"POL","Gold","Modern Pentathlon",1
"222584","M",25,157,51,"POL","Bronze","Boxing",3
"222597","F",24,188,82,"LTU","Silver","Athletics",1
"222649","M",25,171,86,"URS","Silver","Ice Hockey",1
"222650","M",29,171,86,"URS","Gold","Ice Hockey",1
"222715","M",21,175,70,"TCH","Bronze","Cycling",1
"222719","F",24,155,51,"INA","Bronze","Weightlifting",3
"222771","F",24,180,71,"AUS","Gold","Rowing",1
"222772","F",28,180,71,"AUS","Silver","Rowing",1
"222777","M",25,188,88,"USA","Bronze","Water Polo",2
"222781","F",18,182,75,"BUL","Silver","Basketball",1
"222813","M",26,181,72,"YUG","Silver","Basketball",1
"222814","M",30,181,72,"YUG","Gold","Basketball",1
"222822","M",21,181,78,"FRG","Silver","Hockey",1
"222823","M",24,173,76,"USA","Gold","Wrestling",1
"222825","M",25,191,95,"POL","Silver","Rowing",2
"222826","M",25,191,95,"POL","Bronze","Rowing",2
"222842","M",20,186,94,"TCH","Bronze","Ice Hockey",2
"222843","M",26,186,94,"CZE","Gold","Ice Hockey",2
"222856","F",23,162,54,"RUS","Gold","Biathlon",3
"222857","F",22,178,60,"RUS","Gold","Athletics",3
"222895","M",25,174,62,"NED","Bronze","Athletics",3
"222896","M",25,174,62,"NED","Bronze","Athletics",3
"222907","M",27,186,81,"AUS","Gold","Sailing",1
"222921","F",21,164,69,"RUS","Silver","Weightlifting",3
"222930","M",18,178,82,"URS","Silver","Canoeing",1
"222931","M",22,178,82,"EUN","Silver","Canoeing",1
"222935","F",28,168,64,"POL","Bronze","Volleyball",3
"222938","F",23,160,62,"GBR","Bronze","Curling",3
"222940","F",16,150,47,"USA","Silver","Gymnastics",3
"222949","F",18,171,61,"CAN","Bronze","Swimming",3
"222966","M",26,186,83,"FRG","Bronze","Equestrianism",1
"222968","M",30,186,83,"FRG","Gold","Equestrianism",1
"222972","M",38,186,83,"GER","Gold","Equestrianism",1
"222983","F",29,171,57,"DEN","Silver","Athletics",3
"222992","M",20,188,74,"RUS","Bronze","Swimming",1
"223032","M",26,178,76,"POL","Gold","Athletics",1
"223033","M",30,178,76,"POL","Silver","Athletics",1
"223039","F",23,160,49,"RUS","Silver","Figure Skating",3
"223040","F",27,160,49,"RUS","Bronze","Figure Skating",3
"223041","M",20,175,84,"CAN","Silver","Ice Hockey",1
"223042","F",24,168,52,"GBR","Silver","Athletics",3
"223049","F",31,168,60,"RUS","Bronze","Cycling",3
"223050","F",35,168,60,"RUS","Bronze","Cycling",3
"223053","F",35,168,60,"RUS","Gold","Cycling",3
"223066","F",26,164,52,"NED","Bronze","Hockey",3
"223067","F",21,158,49,"NED","Bronze","Hockey",3
"223068","F",25,158,49,"NED","Silver","Hockey",3
"223069","F",29,158,49,"NED","Gold","Hockey",3
"223073","M",23,161,60,"KGZ","Bronze","Judo",3
"223075","M",30,180,72,"URS","Bronze","Athletics",1
"223080","M",20,178,69,"YUG","Bronze","Football",1
"223081","M",26,188,84,"YUG","Bronze","Handball",2
"223082","M",34,188,84,"CRO","Gold","Handball",2
"223086","M",23,166,68,"EUN","Silver","Wrestling",3
"223088","M",31,153,52,"POL","Gold","Weightlifting",3
"223100","F",23,159,61,"AUS","Gold","Hockey",3
"223101","F",25,170,85,"CAN","Gold","Ice Hockey",1
"223103","M",28,187,82,"GBR","Silver","Rowing",1
"223107","F",20,180,64,"GBR","Bronze","Athletics",1
"223109","F",24,180,64,"GBR","Bronze","Athletics",1
"223110","F",24,180,64,"GBR","Bronze","Athletics",1
"223114","M",22,173,72,"AUS","Bronze","Hockey",1
"223115","M",26,173,72,"AUS","Silver","Hockey",1
"223119","F",28,170,66,"USA","Silver","Fencing",3
"223130","M",30,183,75,"USA","Silver","Fencing",1
"223149","M",24,190,89,"LAT","Bronze","Beach Volleyball",2
"223163","M",26,176,72,"NED","Silver","Speed Skating",1
"223171","M",22,190,100,"TCH","Bronze","Ice Hockey",2
"223172","M",28,190,100,"CZE","Gold","Ice Hockey",2
"223178","M",26,180,78,"POL","Silver","Shooting",1
"223210","F",23,162,53,"URS","Silver","Cross Country Skiing",3
"223211","F",23,162,53,"URS","Gold","Cross Country Skiing",3
"223212","F",23,162,53,"URS","Gold","Cross Country Skiing",3
"223213","F",27,162,53,"URS","Gold","Cross Country Skiing",3
"223215","F",27,162,53,"URS","Silver","Cross Country Skiing",3
"223217","F",31,162,53,"URS","Silver","Cross Country Skiing",3
"223218","F",31,162,53,"URS","Silver","Cross Country Skiing",3
"223221","F",35,162,53,"URS","Silver","Cross Country Skiing",3
"223222","F",35,162,53,"URS","Bronze","Cross Country Skiing",3
"223224","F",39,162,53,"EUN","Gold","Cross Country Skiing",3
"223225","F",21,178,77,"AUS","Bronze","Softball",1
"223226","M",23,167,60,"KAZ","Silver","Judo",3
"223234","M",25,171,75,"TCH","Bronze","Ice Hockey",1
"223238","M",24,192,84,"TCH","Silver","Volleyball",2
"223240","F",29,174,59,"CZE","Silver","Sailing",3
"223247","M",27,174,67,"FRG","Gold","Shooting",1
"223271","F",28,168,59,"EST","Gold","Cross Country Skiing",3
"223273","F",28,168,59,"EST","Gold","Cross Country Skiing",3
"223274","F",32,168,59,"EST","Silver","Cross Country Skiing",3
"223302","M",19,172,62,"URS","Silver","Swimming",3
"223303","M",19,172,62,"URS","Bronze","Swimming",3
"223311","M",23,185,85,"URS","Bronze","Cross Country Skiing",1
"223312","M",23,185,85,"URS","Silver","Cross Country Skiing",1
"223313","M",23,185,85,"URS","Silver","Cross Country Skiing",1
"223319","M",29,185,85,"KAZ","Silver","Cross Country Skiing",1
"223321","M",29,185,85,"KAZ","Gold","Cross Country Skiing",1
"223322","M",29,185,85,"KAZ","Silver","Cross Country Skiing",1
"223326","M",33,185,85,"KAZ","Bronze","Cross Country Skiing",1
"223329","F",22,158,48,"URS","Silver","Figure Skating",3
"223335","F",20,185,73,"URS","Gold","Volleyball",1
"223336","F",23,185,73,"EUN","Silver","Volleyball",1
"223340","F",31,164,56,"GER","Bronze","Football",3
"223346","F",26,167,60,"NED","Silver","Speed Skating",3
"223353","F",20,183,66,"USA","Silver","Swimming",1
"223354","F",20,183,66,"USA","Bronze","Swimming",1
"223359","F",23,178,70,"NED","Gold","Water Polo",1
"223362","M",23,186,81,"USA","Gold","Basketball",1
"223379","F",23,168,55,"AUS","Bronze","Diving",3
"223381","M",29,191,89,"AUS","Bronze","Hockey",2
"223396","F",17,161,56,"CAN","Bronze","Swimming",3
"223398","F",17,161,56,"CAN","Bronze","Swimming",3
"223420","M",23,178,69,"USA","Gold","Athletics",1
"223421","M",27,178,69,"USA","Bronze","Athletics",1
"223434","M",29,186,105,"GBR","Gold","Water Polo",2
"223435","M",33,186,105,"GBR","Gold","Water Polo",2
"223436","M",41,186,105,"GBR","Gold","Water Polo",2
"223439","M",23,208,100,"USA","Bronze","Basketball",2
"223447","M",21,206,90,"USA","Gold","Swimming",2
"223449","M",24,185,84,"GBR","Silver","Rowing",1
"223461","M",25,183,85,"AUS","Gold","Canoeing",1
"223462","M",34,170,63,"USA","Gold","Sailing",3
"223466","M",31,201,86,"USA","Bronze","Volleyball",2
"223481","M",20,180,72,"USA","Gold","Athletics",1
"223499","F",20,165,54,"CAN","Bronze","Athletics",3
"223500","F",20,165,54,"CAN","Gold","Athletics",3
"223506","F",24,157,56,"CAN","Silver","Ice Hockey",3
"223520","F",30,175,66,"CAN","Bronze","Equestrianism",1
"223528","M",20,189,87,"GBR","Bronze","Swimming",2
"223536","M",25,174,70,"AUS","Bronze","Hockey",1
"223538","M",28,187,79,"USA","Gold","Athletics",1
"223558","M",19,178,70,"CAN","Gold","Ice Hockey",1
"223596","M",25,194,105,"USA","Silver","Water Polo",2
"223612","M",22,192,72,"RSA","Gold","Rowing",1
"223616","M",23,170,62,"USA","Gold","Wrestling",3
"223617","M",26,170,62,"USA","Gold","Wrestling",3
"223618","M",23,190,91,"USA","Silver","Rowing",2
"223619","M",27,190,91,"USA","Bronze","Rowing",2
"223633","F",26,180,79,"USA","Gold","Basketball",1
"223634","F",30,180,79,"USA","Gold","Basketball",1
"223635","F",34,180,79,"USA","Gold","Basketball",1
"223648","M",23,180,90,"RSA","Bronze","Rugby Sevens",2
"223649","M",23,188,73,"USA","Gold","Athletics",1
"223652","M",36,180,72,"GBR","Bronze","Sailing",1
"223653","F",21,178,67,"USA","Bronze","Swimming",1
"223655","F",21,178,67,"USA","Gold","Swimming",1
"223672","M",19,184,76,"GBR","Bronze","Gymnastics",1
"223673","M",23,184,76,"GBR","Bronze","Gymnastics",1
"223675","M",23,184,76,"GBR","Silver","Gymnastics",1
"223677","M",27,184,76,"GBR","Silver","Gymnastics",1
"223691","M",22,182,70,"GBR","Bronze","Swimming",1
"223693","M",22,174,73,"AUS","Bronze","Hockey",1
"223697","F",34,170,57,"USA","Gold","Equestrianism",3
"223698","F",29,177,70,"USA","Gold","Softball",1
"223699","F",33,177,70,"USA","Gold","Softball",1
"223712","F",26,160,71,"IRL","Gold","Swimming",3
"223713","F",26,160,71,"IRL","Bronze","Swimming",3
"223714","F",26,160,71,"IRL","Gold","Swimming",3
"223715","F",26,160,71,"IRL","Gold","Swimming",3
"223735","F",26,169,62,"GBR","Bronze","Athletics",3
"223741","M",26,192,88,"CAN","Silver","Ice Hockey",2
"223753","M",26,171,68,"USA","Bronze","Wrestling",3
"223759","F",24,168,59,"JAM","Bronze","Athletics",3
"223761","M",19,173,73,"USA","Gold","Athletics",1
"223769","M",22,173,73,"USA","Bronze","Short Track Speed Skating",1
"223774","M",26,173,73,"USA","Bronze","Short Track Speed Skating",1
"223785","F",14,174,63,"CAN","Bronze","Swimming",3
"223790","F",26,181,68,"AUS","Bronze","Water Polo",1
"223795","M",23,185,70,"GBR","Bronze","Athletics",1
"223796","M",31,200,100,"USA","Gold","Basketball",2
"223798","M",21,170,67,"GBR","Silver","Equestrianism",3
"223806","M",30,187,92,"AUS","Gold","Canoeing",2
"223813","M",24,191,84,"USA","Gold","Athletics",2
"223824","M",27,183,79,"AUS","Silver","Hockey",1
"223828","F",27,178,75,"CAN","Silver","Rowing",1
"223851","M",28,173,73,"USA","Gold","Athletics",1
"223857","M",20,185,75,"USA","Bronze","Basketball",1
"223868","M",23,183,81,"USA","Gold","Athletics",1
"223871","M",20,188,84,"NED","Bronze","Water Polo",2
"223909","F",20,175,72,"URS","Gold","Volleyball",1
"223910","F",24,175,72,"URS","Gold","Volleyball",1
"223911","F",28,175,72,"URS","Silver","Volleyball",1
"223913","F",21,188,72,"USA","Gold","Swimming",1
"223929","M",23,190,91,"CRO","Bronze","Rowing",2
"223930","M",29,183,85,"TCH","Bronze","Volleyball",1
"223949","M",27,176,67,"URS","Silver","Fencing",1
"223974","F",18,170,73,"NED","Bronze","Cycling",1
"223976","F",22,184,78,"NED","Bronze","Rowing",1
"223977","F",26,184,78,"NED","Silver","Rowing",1
"223991","F",26,166,60,"RUS","Bronze","Water Polo",3
"224003","F",25,166,58,"AUS","Bronze","Tennis",3
"224008","M",27,182,85,"URS","Bronze","Water Polo",1
"224009","M",26,185,78,"URS","Gold","Fencing",1
"224010","M",26,185,78,"URS","Silver","Fencing",1
"224011","M",26,185,78,"URS","Bronze","Fencing",1
"224014","M",26,170,74,"RUS","Bronze","Freestyle Skiing",1
"224026","M",30,175,68,"USA","Silver","Sailing",1
"224027","M",38,175,68,"USA","Silver","Sailing",1
"224029","M",25,185,86,"CAN","Gold","Ice Hockey",2
"224036","F",27,170,67,"GBR","Bronze","Equestrianism",3
"224048","F",29,167,75.5,"FIN","Bronze","Ice Hockey",1
"224052","F",23,180,80,"AUS","Silver","Basketball",1
"224053","F",27,180,80,"AUS","Silver","Basketball",1
"224054","F",31,180,80,"AUS","Bronze","Basketball",1
"224057","M",21,179,80,"NZL","Gold","Athletics",1
"224058","M",25,179,80,"NZL","Gold","Athletics",1
"224059","M",25,179,80,"NZL","Gold","Athletics",1
"224067","M",22,192,94,"ROU","Silver","Rowing",2
"224069","F",20,175,68,"ROU","Silver","Rowing",1
"224070","F",24,175,68,"ROU","Bronze","Rowing",1
"224071","F",24,175,68,"ROU","Silver","Rowing",1
"224073","F",28,175,68,"ROU","Silver","Rowing",1
"224122","F",26,166,52,"NED","Silver","Hockey",3
"224129","M",24,193,93,"AUS","Bronze","Rowing",2
"224148","F",27,161,48,"AUS","Gold","Triathlon",3
"224160","F",28,163,50,"USA","Gold","Rowing",3
"224161","M",20,180,102,"USA","Gold","Wrestling",2
"224172","M",29,188,95,"RSA","Bronze","Rugby Sevens",2
"224204","M",19,173,68,"BRA","Gold","Sailing",1
"224222","M",23,187,86,"URS","Gold","Water Polo",2
"224223","M",31,187,86,"URS","Gold","Water Polo",2
"224230","M",24,184,78,"POL","Bronze","Fencing",1
"224232","M",28,184,78,"POL","Silver","Fencing",1
"224265","M",21,168,66,"UZB","Bronze","Judo",3
"224266","M",25,168,66,"UZB","Bronze","Judo",3
"224267","M",29,168,66,"UZB","Bronze","Judo",3
"224268","M",23,173,71,"BRA","Bronze","Football",1
"224284","F",27,180,75,"RUS","Bronze","Water Polo",1
"224291","F",32,190,74,"BRA","Silver","Basketball",1
"224292","F",36,190,74,"BRA","Bronze","Basketball",1
"224298","F",24,170,61,"USA","Silver","Football",3
"224299","F",27,170,61,"USA","Gold","Football",3
"224300","F",31,170,61,"USA","Gold","Football",3
"224312","M",18,164,75,"ROU","Silver","Weightlifting",1
"224336","M",23,191,84,"USA","Gold","Tennis",2
"224337","M",23,191,84,"USA","Bronze","Tennis",2
"224372","M",28,182,77,"SWE","Bronze","Cross Country Skiing",1
"224376","M",32,182,77,"SWE","Gold","Cross Country Skiing",1
"224381","M",27,174,64,"SWE","Bronze","Cross Country Skiing",3
"224383","M",24,175,85,"SWE","Bronze","Ice Hockey",1
"224384","M",28,175,85,"SWE","Bronze","Ice Hockey",1
"224403","M",22,181,75,"SWE","Bronze","Swimming",1
"224412","M",24,184,78,"SWE","Silver","Athletics",1
"224413","M",24,184,78,"SWE","Bronze","Athletics",1
"224414","M",26,184,78,"SWE","Bronze","Athletics",1
"224416","M",31,173,76,"SWE","Bronze","Ice Hockey",1
"224421","F",25,171,65,"SWE","Silver","Sailing",3
"224453","M",22,192,89,"ITA","Bronze","Rowing",2
"224454","M",22,177,82,"BUL","Bronze","Wrestling",1
"224462","F",16,146,37,"ROU","Gold","Gymnastics",3
"224463","F",16,146,37,"ROU","Silver","Gymnastics",3
"224506","M",22,168,53,"KEN","Bronze","Athletics",3
"224513","M",25,171,59,"FIN","Gold","Ski Jumping",3
"224514","M",25,171,59,"FIN","Silver","Ski Jumping",3
"224520","M",24,170,64,"ESP","Silver","Hockey",3
"224532","M",23,192,99,"URS","Gold","Basketball",2
"224537","M",29,194,85,"TCH","Bronze","Volleyball",2
"224540","M",30,193,97,"RUS","Gold","Volleyball",2
"224548","M",22,181,90,"URS","Gold","Shooting",2
"224550","M",29,171,63,"URS","Silver","Athletics",3
"224554","M",22,170,54,"URS","Gold","Boxing",3
"224555","M",22,192,88,"URS","Silver","Cycling",2
"224563","F",26,164,55,"URS","Bronze","Athletics",3
"224572","F",26,170,61,"RUS","Silver","Athletics",3
"224576","F",22,190,74,"RUS","Silver","Volleyball",1
"224577","F",26,190,74,"RUS","Silver","Volleyball",1
"224593","F",25,186,72,"RUS","Bronze","Basketball",1
"224602","F",26,160,59,"POL","Bronze","Canoeing",3
"224604","F",30,160,59,"POL","Bronze","Canoeing",3
"224606","M",27,192,82,"POL","Bronze","Handball",2
"224630","M",35,194,94,"CRO","Gold","Handball",2
"224700","M",31,180,68,"NOR","Gold","Biathlon",1
"224701","M",31,180,68,"NOR","Silver","Biathlon",1
"224702","M",34,180,68,"NOR","Gold","Biathlon",1
"224707","F",26,178,70,"NOR","Bronze","Handball",1
"224711","F",30,173,76,"NOR","Bronze","Athletics",1
"224712","F",34,173,76,"NOR","Gold","Athletics",1
"224721","M",33,175,63,"URS","Silver","Athletics",3
"224764","M",22,170,69,"ESP","Gold","Football",3
"224768","F",25,150,48,"ESP","Bronze","Judo",3
